region_id,date,lat,lon,hcho_value,cloud_fraction
punjab_stubble_belt,2025-10-15,31.325,74.625,0.000290729734073152,0.056968466189552626
punjab_stubble_belt,2025-10-15,31.325,74.675,0.0002566422723312736,0.06529757490293288
punjab_stubble_belt,2025-10-15,31.325,74.725,0.00026997168698251057,0.047650281722294026
punjab_stubble_belt,2025-10-15,31.325,74.775,0.0002572076918488709,0.028113383403276043
punjab_stubble_belt,2025-10-15,31.325,74.825,0.00025234521637697765,0.011278154644388267
punjab_stubble_belt,2025-10-15,31.325,74.875,0.00024629189059766093,0
punjab_stubble_belt,2025-10-15,31.325,74.925,0.00019899052280026355,0
punjab_stubble_belt,2025-10-15,31.325,74.975,0.0002629920237253495,0.0003011933422452826
punjab_stubble_belt,2025-10-15,31.325,75.025,0.0002608339099098887,0.005169255879071623
punjab_stubble_belt,2025-10-15,31.325,75.075,0.0002880218327612711,0.01386064399520848
punjab_stubble_belt,2025-10-15,31.325,75.125,0.000333019198230868,0.021527354195522097
punjab_stubble_belt,2025-10-15,31.325,75.175,0.000249136195511219,0.0026616022564272803
punjab_stubble_belt,2025-10-15,31.325,75.225,0.00020223659636494455,0.0003609284904839177
punjab_stubble_belt,2025-10-15,31.325,75.275,0.0002733050636187185,0.011025025000469067
punjab_stubble_belt,2025-10-15,31.325,75.3,0.00033149443253444207,0.017762522873822545
punjab_stubble_belt,2025-10-15,31.375,74.625,0.0002997176186605816,0.039384978865143465
punjab_stubble_belt,2025-10-15,31.375,74.675,0.0003351619926463925,0.037572374220819105
punjab_stubble_belt,2025-10-15,31.375,74.725,0.00029571404000692744,0.027921673980225614
punjab_stubble_belt,2025-10-15,31.375,74.775,0.0002666911405359007,0.016378097360412135
punjab_stubble_belt,2025-10-15,31.375,74.825,0.00024504557571791556,0.006552037843896782
punjab_stubble_belt,2025-10-15,31.375,74.875,0.00023573653247557883,0
punjab_stubble_belt,2025-10-15,31.375,74.925,0.0002519025726387876,0
punjab_stubble_belt,2025-10-15,31.375,74.975,0.00032157602863864567,0
punjab_stubble_belt,2025-10-15,31.375,75.025,0.0002998692073805688,0
punjab_stubble_belt,2025-10-15,31.375,75.075,0.0003063217092518648,0.003991761919089548
punjab_stubble_belt,2025-10-15,31.375,75.125,0.0003256523321473744,0.00980683576383072
punjab_stubble_belt,2025-10-15,31.375,75.175,0.00018221538059923288,0.0036870760830368045
punjab_stubble_belt,2025-10-15,31.375,75.225,0.0002285020330096378,0.0015388066784884234
punjab_stubble_belt,2025-10-15,31.375,75.275,0.00023898330181794798,0.009970174340527861
punjab_stubble_belt,2025-10-15,31.375,75.3,0.0002307469504933986,0.01534480021290887
punjab_stubble_belt,2025-10-15,31.425,74.625,0.0002822193343873962,0.012260273616679456
punjab_stubble_belt,2025-10-15,31.425,74.675,0.00037075804485212966,0
punjab_stubble_belt,2025-10-15,31.425,74.725,0.00033908229238029255,0
punjab_stubble_belt,2025-10-15,31.425,74.775,0.0003025535741825001,0
punjab_stubble_belt,2025-10-15,31.425,74.825,0.00027988255348335763,0
punjab_stubble_belt,2025-10-15,31.425,74.875,0.0002818965410659331,0
punjab_stubble_belt,2025-10-15,31.425,74.925,0.0003425651124699305,0
