region_id,date,lat,lon,hcho_value,cloud_fraction
delhi_ncr,2026-07-17,28.375,76.975,0.0002095505283386,0.2444397544881724
delhi_ncr,2026-07-17,28.375,77.025,0.0002298581872794,0.2393618912928014
delhi_ncr,2026-07-17,28.375,77.075,0.0002450101487629,0.2321951198963145
delhi_ncr,2026-07-17,28.375,77.125,0.0001334440522922,0.23783631252257
delhi_ncr,2026-07-17,28.375,77.175,3.5115752854021046e-05,0.2259857094265804
delhi_ncr,2026-07-17,28.375,77.225,0.0001468275575568,0.2055096448232121
delhi_ncr,2026-07-17,28.375,77.275,0.0002393171075227,0.2009410521715748
delhi_ncr,2026-07-17,28.375,77.325,0.0002605884549194,0.2172250064379163
delhi_ncr,2026-07-17,28.375,77.375,0.0001669473608475,0.2557943677924898
delhi_ncr,2026-07-17,28.375,77.425,0.0001669473608475,0.2557943677924898
delhi_ncr,2026-07-17,28.425,76.975,0.0002095505283386,0.2444397544881724
delhi_ncr,2026-07-17,28.425,77.025,0.0003103753312169,0.2425567578240669
delhi_ncr,2026-07-17,28.425,77.075,0.0003569500350783,0.2432931755277305
delhi_ncr,2026-07-17,28.425,77.125,0.0001854952214816,0.2577775156224769
delhi_ncr,2026-07-17,28.425,77.175,0.0001675357036789,0.2599186079805352
delhi_ncr,2026-07-17,28.425,77.225,0.0001663643083326,0.248668815055892
delhi_ncr,2026-07-17,28.425,77.275,0.0001805190880075,0.2347743422440526
delhi_ncr,2026-07-17,28.425,77.325,0.0002236752859096,0.212479392509442
delhi_ncr,2026-07-17,28.425,77.375,0.0001669473608475,0.2557943677924898
delhi_ncr,2026-07-17,28.425,77.425,0.0001669473608475,0.2557943677924898
delhi_ncr,2026-07-17,28.475,76.975,0.0002037243539234,0.2928395867347633
delhi_ncr,2026-07-17,28.475,77.025,0.0003511881493707,0.2672787803082181
delhi_ncr,2026-07-17,28.475,77.075,0.0003908281655152,0.2576935460734411
delhi_ncr,2026-07-17,28.475,77.125,0.0002044561039142,0.2714240648229644
delhi_ncr,2026-07-17,28.475,77.175,0.0002819855215986,0.286181190662544
delhi_ncr,2026-07-17,28.475,77.225,0.0002180545524778,0.2891661271579274
delhi_ncr,2026-07-17,28.475,77.275,0.0001536291558361,0.2900660040074949
delhi_ncr,2026-07-17,28.525,76.825,0.0002305084890386,0.2753753288421033
delhi_ncr,2026-07-17,28.525,76.875,0.0002190030143279,0.2742498445676788
delhi_ncr,2026-07-17,28.525,76.925,0.0001789722521581,0.2329651174229068
delhi_ncr,2026-07-17,28.525,76.975,0.0002021794118856,0.289839131369951
delhi_ncr,2026-07-17,28.525,77.025,0.0002253483610621,0.2826289168646669
delhi_ncr,2026-07-17,28.525,77.075,0.0002455640708405,0.2693178659287789
delhi_ncr,2026-07-17,28.525,77.125,0.0001451671527898,0.2637198815688
delhi_ncr,2026-07-17,28.525,77.175,0.0002924396564349,0.2869074014773811
delhi_ncr,2026-07-17,28.525,77.225,0.0003151925480556,0.2900367355556957
delhi_ncr,2026-07-17,28.575,76.825,0.0002286504620667,0.275193573617662
delhi_ncr,2026-07-17,28.575,76.875,0.0002190030143279,0.2742498445676788
delhi_ncr,2026-07-17,28.575,76.925,0.0001827018262733,0.2368115205730409
delhi_ncr,2026-07-17,28.575,76.975,0.0001653617082266,0.2166976363669679
