region_id,station_id,station_name,parameter,date,value,unit,lat,lon,source
delhi_ncr,5613,"ITO, New Delhi - CPCB",no2,2025-11-14,46.0,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",no2,2025-11-15,58.9,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-10-15,12.0,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-10-16,13.4,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-10-17,13.3,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-10-18,14.4,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-10-19,16.9,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-10-20,16.2,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-10-21,16.9,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-10-22,17.3,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-10-23,9.15,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-10-24,15.4,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-10-25,12.6,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-10-26,22.2,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-10-27,15.8,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-10-28,13.7,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-10-29,18.7,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-10-30,15.1,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-10-31,16.1,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-11-01,11.5,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-11-02,17.9,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-11-03,19.4,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-11-04,16.0,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-11-05,18.3,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-11-06,20.2,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-11-07,19.6,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-11-08,10.6,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-11-09,11.4,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-11-10,13.0,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-11-11,12.5,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-11-12,16.1,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-11-13,10.6,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-11-14,17.8,ppb,,,OpenAQ
delhi_ncr,5613,"ITO, New Delhi - CPCB",so2,2025-11-15,19.4,ppb,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-10-15,267.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-10-16,322.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-10-17,288.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-10-18,298.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-10-19,306.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-10-20,275.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-10-21,238.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-10-22,292.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-10-23,219.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-10-24,224.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-10-25,263.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-10-26,280.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-10-27,380.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-10-28,287.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-10-29,323.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-10-30,319.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-10-31,209.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-11-01,386.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-11-02,310.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-11-03,290.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-11-04,264.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-11-05,205.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-11-06,366.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-11-07,357.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-11-08,410.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-11-09,333.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-11-10,438.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-11-11,474.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-11-12,505.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-11-13,432.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-11-14,386.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",pm10,2025-11-15,429.0,µg/m³,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",no2,2025-10-15,41.8,ppb,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",no2,2025-10-16,39.6,ppb,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",no2,2025-10-17,41.1,ppb,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",no2,2025-10-18,42.5,ppb,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",no2,2025-10-19,45.5,ppb,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",no2,2025-10-20,45.7,ppb,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",no2,2025-10-21,36.0,ppb,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",no2,2025-10-22,36.9,ppb,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",no2,2025-10-23,39.0,ppb,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",no2,2025-10-24,40.8,ppb,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",no2,2025-10-25,39.5,ppb,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",no2,2025-10-26,53.1,ppb,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",no2,2025-10-27,34.5,ppb,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",no2,2025-10-28,40.3,ppb,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",no2,2025-10-29,40.8,ppb,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",no2,2025-10-30,43.0,ppb,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",no2,2025-10-31,40.7,ppb,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",no2,2025-11-01,39.2,ppb,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",no2,2025-11-02,43.5,ppb,,,OpenAQ
delhi_ncr,5586,"Sirifort, Delhi - CPCB",no2,2025-11-03,42.1,ppb,,,OpenAQ
