region_id,station_id,station_name,date,aqi,hcho_value,cloud_fraction,match_distance_km
kanpur_industrial,229252,"NSI Kalyanpur, Kanpur - UPPCB",2026-08-12,231.6,0.0002138737897138,0.2380689214328174,2.97
kanpur_industrial,234568,"FTI Kidwai Nagar, Kanpur - UPPCB",2026-07-22,70.6,-3.977063235666119e-06,0.2669487540682488,0.42
kanpur_industrial,234568,"FTI Kidwai Nagar, Kanpur - UPPCB",2026-07-24,73.6,0.0001085591042235,0.0122259361528307,0.42
kanpur_industrial,234568,"FTI Kidwai Nagar, Kanpur - UPPCB",2026-07-26,83.4,0.000211031898663,0.241414953555406,0.42
kanpur_industrial,234568,"FTI Kidwai Nagar, Kanpur - UPPCB",2026-07-28,77.5,0.000172732907284,0.2348794258293225,0.42
kanpur_industrial,234568,"FTI Kidwai Nagar, Kanpur - UPPCB",2026-07-29,84.1,0.0001353944411628,0.1947456166797432,0.42
kanpur_industrial,234568,"FTI Kidwai Nagar, Kanpur - UPPCB",2026-08-10,93.5,9.468424625087424e-05,0.2148146857134591,0.42
kanpur_industrial,234568,"FTI Kidwai Nagar, Kanpur - UPPCB",2026-08-11,98.3,0.000111932693596,0.0053126532190357,0.42
kanpur_industrial,234568,"FTI Kidwai Nagar, Kanpur - UPPCB",2026-08-12,86.4,0.0002176891678258,0.0695623277679542,0.42
punjab_stubble_belt,5551,"Golden Temple, Amritsar - PPCB",2026-07-17,95.9,0.0003266029600582,0.2898377884383606,0.57
punjab_stubble_belt,5551,"Golden Temple, Amritsar - PPCB",2026-07-18,94.9,0.0002655317444865,0.1629245147020961,0.57
punjab_stubble_belt,5551,"Golden Temple, Amritsar - PPCB",2026-07-24,73.9,0.0001390751046481,0.1916948524369421,0.57
punjab_stubble_belt,5551,"Golden Temple, Amritsar - PPCB",2026-07-26,78.9,0.0001163500075205,0.2392946888777867,0.57
punjab_stubble_belt,5551,"Golden Temple, Amritsar - PPCB",2026-07-30,86.0,0.0003156748861971,0.2360140998492857,0.57
punjab_stubble_belt,5551,"Golden Temple, Amritsar - PPCB",2026-08-01,125.9,7.617016554522191e-05,0.1059625007851947,0.57
punjab_stubble_belt,5551,"Golden Temple, Amritsar - PPCB",2026-08-02,73.7,0.0001224736527935,0.2657368081214977,0.57
punjab_stubble_belt,5551,"Golden Temple, Amritsar - PPCB",2026-08-06,79.1,0.0002868366694762,0.0550254306787688,0.57
punjab_stubble_belt,5551,"Golden Temple, Amritsar - PPCB",2026-08-07,66.2,7.421970236098585e-05,0.2633655891502609,0.57
punjab_stubble_belt,5551,"Golden Temple, Amritsar - PPCB",2026-08-12,77.3,0.0002218185575213,0.1809838463175702,0.57
